problem,Level ,DESPC,DESSC,DESWC,DESPL,DESPLd,DESSL,DESSLd,DESWLsy,DESWLsyd,DESWLlt,DESWLltd,PCNARz,PCNARp,PCSYNz,PCSYNp,PCCNCz,PCCNCp,PCREFz,PCREFp,PCDCz,PCDCp,PCVERBz,PCVERBp,PCCONNz,PCCONNp,PCTEMPz,PCTEMPp,CRFNO1,CRFAO1,CRFSO1,CRFNOa,CRFAOa,CRFSOa,CRFCWO1,CRFCWO1d,CRFCWOa,CRFCWOad,LSASS1,LSASS1d,LSASSp,LSASSpd,LSAPP1,LSAPP1d,LSAGN,LSAGNd,LDTTRc,LDTTRa,LDMTLD,LDVOCD,CNCAll,CNCCaus,CNCLogic,CNCADC,CNCTemp,CNCTempx,CNCAdd,CNCPos,CNCNeg,SMCAUSv,SMCAUSvp,SMINTEp,SMCAUSr,SMINTEr,SMCAUSlsa,SMCAUSwn,SMTEMP,SYNLE,SYNNP,SYNMEDpos,SYNMEDwrd,SYNMEDlem,SYNSTRUTa,SYNSTRUTt,DRNP,DRVP,DRAP,DRPP,DRPVAL,DRNEG,DRGERUND,DRINF,WRDNOUN,WRDVERB,WRDADJ,WRDADV,WRDPRO,WRDPRP1s,WRDPRP1p,WRDPRP2,WRDPRP3s,WRDPRP3p,WRDFRQc,WRDFRQa,WRDFRQmc,WRDAOAc,WRDFAMc,WRDCNCc,WRDIMGc,WRDMEAc,WRDPOLc,WRDHYPn,WRDHYPv,WRDHYPnv,RDFRE,RDFKGL,RDL2,modified_problem,no_of_equations,no_of_variables,has_exponential_or_mod,has_logarithm,has_fraction,has_equality_or_inequality
"Max bought a new dirt bike and paid  10  %  of the cost upfront, which was     150 . What was the price of the bike?",Level 1,1,2,23,2,0,11.5,6.364,1.043,0.209,3.522,1.344,0.861,80.51,-2.161,1.54,1.209,88.49,3.522,100,-2.873,0.21,3.355,99.96,-1.386,8.38,1.25,89.44,1,1,1,1,1,1,0.308,0,0.308,0,0,0,0.486,0,0.486,0,0,0,0.182,0.783,29.624,0,43.478,0,0,0,0,0,43.478,0,0,43.478,43.478,0,0,0,0.194,1,1,1,1,0.478,0.826,0.826,0.02,0.02,434.783,217.391,0,86.957,0,0,0,0,304.348,173.913,43.478,0,0,0,0,0,0,0,2.487,3.363,1,0,595.833,346.667,385.167,424,3.346,6.983,1.582,2.123,100,1.202,27.505,"Max bought a new dirt bike and paid  10  %  of the cost upfront, which was     150 . What was the price of the bike?",0,0,FALSE,FALSE,FALSE,FALSE
What is the value of  501^2 - 499^2 ?,Level 1,1,1,9,1,0,9,0,1.111,0.333,2.667,1.323,-0.627,26.76,-1.507,6.68,-2.757,0.3,0.983,83.65,-5.042,0,6.465,100,3.884,100,-27.737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,0,0,0,0,0,444.444,111.111,0,111.111,0,0,0,0,111.111,111.111,0,0,0,0,0,0,0,0,3.405,3.898,2.23,433,582.5,242.5,281.5,325,2.545,7,0.846,0.713,100,1.03,30.576,What is the value of  501^2 - 499^2 ?,0,0,FALSE,FALSE,FALSE,FALSE
A ball is dropped from 10 feet high and always bounces back up half the distance it just fell. After how many bounces will the ball first reach a maximum height less than 1 foot?,Level 1,1,2,35,2,0,17.5,2.121,1.229,0.49,4.057,1.798,0.467,67.72,-0.43,33.36,1.983,97.61,2.319,98.96,-0.921,17.88,-2.736,0.32,-3.105,0.1,-3.801,0,1,1,1,1,1,1,0.2,0,0.2,0,0,0,0.632,0,0.632,0,0,0,0.229,0.886,85.75,0,85.714,0,28.571,0,28.571,0,57.143,0,0,57.143,57.143,28.571,0,0,0.052,0.467,0.5,3,1,0.714,0.886,0.886,0.015,0.015,228.571,171.429,85.714,28.571,28.571,0,0,0,200,114.284,114.285,114.286,28.571,0,0,0,0,0,1.971,2.689,0,234.5,581.875,390.875,440.313,432.643,4.459,7.742,1.865,1.767,85.099,5.737,10.105,A ball is dropped from 10 feet high and always bounces back up half the distance it just fell. After how many bounces will the ball first reach a maximum height less than 1 foot?,0,0,FALSE,FALSE,FALSE,FALSE
"If the sum of the second and fourth terms of an arithmetic sequence is  6 , what is the third term?",Level 1,1,1,20,1,0,20,0,1.25,0.716,3.8,2.285,-4.715,0,-1.175,12.1,-0.476,31.92,0.293,61.41,-3.341,0.04,12.749,100,-2.104,1.79,-26.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,28,0,100,0,50,0,0,0,50,0,0,0,0,0,0,0,1,1,-2,0,1.4,0,0,0,0,0,350,100,0,100,0,0,0,0,250,100,150,0,0,0,0,0,0,0,2.324,3.336,0,338.75,580,318.286,363.143,392.857,3.273,8.097,0.846,1.917,80.785,6.96,6.567,"If the sum of the second and fourth terms of an arithmetic sequence is  6 , what is the third term?",0,0,FALSE,FALSE,FALSE,FALSE
"Define the operation    S  as follows:  a  ,  S  , b=3a+5b . What is the value of  7  ,  S  ,2 ?",Level 1,1,2,17,2,0,9.5,2.121,1.353,0.786,3.294,2.592,1.517,93.45,-2.289,1.1,-3.462,0.03,2.058,97.98,-1.352,8.85,1.075,85.77,3.274,99.95,1.162,87.7,0,1,1,0,1,1,0.3,0,0.3,0,0,0,0.2,0,0.2,0,0,0,0.094,0.842,33.693,0,58.824,0,0,0,58.824,0,0,0,0,0,0,0,0,0,-0.009,0.5,1,2,2,0.647,0.765,0.765,0.022,0.022,352.941,235.294,0,58.824,0,0,0,0,235.295,235.295,0,0,58.824,0,0,0,0,0,2.513,3.211,2.23,433,582.5,242.5,281.5,325,3.417,5.167,1.149,1.053,83.744,3.69,27.784,"Define the operation    S  as follows:  a  ,  S  , b=3a+5b . What is the value of  7  ,  S  ,2 ?",0,0,FALSE,FALSE,FALSE,FALSE
Expand the product  {(x+2)(x+5)} .,Level 1,1,1,5,1,0,7,0,1.4,0.548,4.4,1.949,-3.349,0.04,3.222,99.94,-0.334,37.07,0.908,81.59,-4.679,0,-0.087,46.81,1.699,95.45,-26.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,-2,0,3,0,0,0,0,0,200,200,0,0,0,0,0,0,600,200,0,0,0,0,0,0,0,0,1.79,2.783,0,0,562,516,435,0,2.833,2.056,3.429,1.599,83.32,2.88,-5.284,Expand the product  {(x+2)(x+5)} .,0,0,FALSE,FALSE,FALSE,FALSE
"After traveling 50 miles by taxi, Ann is charged a fare of     120 . Assuming the taxi fare is directly proportional to distance traveled, how much would Ann be charged (in dollars) if she had traveled 70 miles?",Level 1,1,2,37,2,0,18.5,7.778,1.432,0.765,4.432,2.63,1.154,87.49,-0.454,32.64,0.057,51.99,4.718,100,-0.034,48.8,-3.407,0.03,1.137,87.08,1.424,92.22,1,1,1,1,1,1,0.476,0,0.476,0,1,1,0.718,0,0.718,0,0,0,0.257,0.811,54.76,0,81.081,27.027,27.027,0,0,0,0,0,0,54.054,54.054,27.027,0,0.5,0.116,0.288,1,3.5,0.5,0.622,0.838,0.784,0.012,0.012,324.324,324.324,0,108.108,54.054,0,54.054,27.027,243.243,216.216,54.054,27.027,27.027,0,0,0,27.027,0,1.885,2.8,0,324,562.75,392.625,429.875,387.857,4.463,6.833,1.883,2.051,66.91,8.523,22.429,"After traveling 50 miles by taxi, Ann is charged a fare of     120 . Assuming the taxi fare is directly proportional to distance traveled, how much would Ann be charged (in dollars) if she had traveled 70 miles?",0,0,FALSE,FALSE,FALSE,FALSE
Compute:  98   times 102 .,Level 1,1,1,4,1,0,4,0,1.25,0.5,4.25,2.217,-3.208,0.07,2.018,97.78,-12.21,0,-0.102,46.02,-6.734,0,-10.004,0,5.734,100,-23.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,0,0,0,0,0,750,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0.84,1.315,0.84,0,0,0,0,0,1,0,2,0.333,97.025,0.72,-26.379,Compute:  98   times 102 .,0,0,FALSE,FALSE,FALSE,FALSE
"If  5  lunks can be traded for  3  kunks, and  2  kunks will buy  4  apples, how many lunks are needed to purchase one dozen apples?",Level 1,1,1,26,1,0,26,0,1.269,0.452,3.692,1.892,-2.936,0.17,0.286,61.03,5.137,100,0.719,76.11,0.473,68.08,3.436,99.97,-1.12,13.14,-27.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885,63.093,0,115.385,38.462,76.923,0,0,38.462,38.462,0,0,0,0,0,0,1,0.093,0.393,-2,0,0.8,0,0,0,0,0,230.769,346.154,0,38.462,76.923,0,0,38.462,269.231,153.846,38.462,0,0,0,0,0,0,0,1.72,2.787,0,247,580.571,432.667,472.286,456.8,2.379,4.179,1.384,1.391,73.088,9.524,-6.838,"If  5  lunks can be traded for  3  kunks, and  2  kunks will buy  4  apples, how many lunks are needed to purchase one dozen apples?",0,0,FALSE,FALSE,FALSE,FALSE
The sum of two numbers is 22. Their difference is 4. What is the greater of the two numbers?,Level 1,1,2,19,2,0,9.5,3.536,1.211,0.419,3.789,2.323,0.809,78.81,-2.788,0.27,-1.321,9.34,4.004,100,-3.53,0,6.496,100,2.158,98.42,-4.004,0,1,1,1,1,1,1,0.4,0,0.4,0,0,0,0.326,0,0.326,0,0,0,0.135,0.632,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,3.5,1,0.579,0.684,0.579,0.135,0.135,421.053,210.526,0,105.263,0,0,52.632,0,210.526,157.895,52.632,0,52.632,0,0,0,0,52.632,3.02,3.655,1.68,283.5,591.571,314.286,382,413.429,4.429,6.671,0.635,1.392,94.742,2.405,51.195,The sum of two numbers is 22. Their difference is 4. What is the greater of the two numbers?,0,0,FALSE,FALSE,FALSE,FALSE
What is the positive difference between    frac{6^2 + 6^2}{6}  and    frac{6^2   times 6^2}{6} ?,Level 1,1,1,20,1,0,20,0,1.2,0.523,3,2.695,-2.748,0.31,-2.334,0.99,0.773,77.94,0.347,63.31,-5.139,0,6.111,100,-0.609,27.09,-27.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,20,0,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,-2,1,3.5,0,0,0,0,0,200,50,0,50,0,0,0,0,150,50,100,0,0,0,0,0,0,0,2.92,3.4,0,378,603,279.333,326.667,386.667,2.591,4.3,0.846,0.625,85.015,6.37,19.807,What is the positive difference between    frac{6^2 + 6^2}{6}  and    frac{6^2   times 6^2}{6} ?,0,0,FALSE,FALSE,FALSE,FALSE
"If  x^{2y}= 4  and  x = 4 , what is the value of  y ? Express your answer as a common fraction.",Level 1,1,2,22,2,0,10,4.243,1.227,0.429,2.909,2.202,-0.451,32.64,0.133,55.17,-1.495,6.81,-2.556,0.54,0.174,56.75,2.279,98.84,-0.754,22.66,1.843,96.71,0,0,0,0,0,0,0,0,0,0,0,0,0.098,0,0.098,0,0,0,0.05,0.9,56,0,136.364,0,45.455,0,45.455,0,45.455,0,0,45.455,45.455,45.455,0,0,0.071,1,1,0,1,0.727,1,1,0.023,0.023,318.182,90.909,0,136.364,0,0,0,0,181.819,90.91,45.455,0,45.455,0,0,45.455,0,0,2.27,2.951,1.34,398,579,321,332.6,395.5,2.52,6.65,1.995,1.224,91.866,3.179,6.783,"If  x^{2y}= 4  and  x = 4 , what is the value of  y ? Express your answer as a common fraction.",0,0,FALSE,FALSE,FALSE,FALSE
"On a hot day, Megan likes to eat a Popsicle every 15 minutes. Assuming she keeps up that rate of consumption, how many Popsicles can Megan finish in 4 hours and 30 minutes?",Level 1,1,2,33,2,0,16.5,4.95,1.424,0.614,4.121,2.472,0.731,76.73,-2.208,1.39,1.867,96.86,2.245,98.75,-2.56,0.52,-1.059,14.46,-0.116,45.62,0.612,72.91,1,1,1,1,1,1,0.222,0,0.222,0,1,1,0.483,0,0.483,0,0,0,0.182,0.909,101.64,0,30.303,0,0,0,0,60.606,30.303,0,0,60.606,60.606,0,0,0,-0.011,0.333,1,2.5,0.8,0.636,0.879,0.879,0.014,0.014,363.636,181.818,0,90.909,0,0,30.303,30.303,303.03,151.515,60.606,0,30.303,0,0,0,30.303,0,2.363,3.071,0,321,592.545,374.455,433.727,471.5,3.486,5.057,1.799,1.658,69.617,7.648,19.881,"On a hot day, Megan likes to eat a Popsicle every 15 minutes. Assuming she keeps up that rate of consumption, how many Popsicles can Megan finish in 4 hours and 30 minutes?",0,0,FALSE,FALSE,FALSE,FALSE
Compute:    frac{1}{5} +   frac{2}{5} +   frac{3}{5} +   dots +   frac{9}{5} +   frac{10}{5} .,Level 1,1,1,22,1,0,17,0,1.045,0.213,2.136,1.726,-4.258,0,2.266,98.81,0.377,64.43,0.635,73.57,-5.221,0,-3.917,0,1.071,85.77,-25.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529,17,0,0,0,0,0,0,0,0,0,0,45.455,45.455,0,0,0,0,0,-2,0,3,0,0,0,0,0,227.273,136.364,0,0,0,0,45.455,0,363.637,136.365,45.455,0,0,0,0,0,0,0,0.895,0.895,0,219,524,530,556,0,1.125,1.042,0.667,0.431,96.098,5.321,-25.158,Compute:    frac{1}{5} +   frac{2}{5} +   frac{3}{5} +   dots +   frac{9}{5} +   frac{10}{5} .,0,0,FALSE,FALSE,FALSE,FALSE
"If  x - y = 6  and  x + y = 12 , what is the value of  y ?",Level 1,1,1,17,1,0,14,0,1.059,0.243,1.882,1.219,-1.474,7.08,0.141,55.57,-1.35,8.85,0.841,79.95,-2.431,0.75,3.077,99.89,-0.946,17.36,-27.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786,18.293,0,117.647,0,58.824,0,0,0,58.824,0,0,0,0,0,0,0,0,0,-2,0,0.667,0,0,0,0,0,352.941,58.824,0,58.824,0,0,0,0,176.471,58.824,0,0,0,0,0,0,0,0,2.458,2.858,1.51,433,582.5,242.5,281.5,325,1.95,7,0.846,1.092,99.989,3.536,9.537,"If  x - y = 6  and  x + y = 12 , what is the value of  y ?",0,0,FALSE,FALSE,FALSE,FALSE
The sum of two numbers is 6. The difference of their squares is 12. What is the positive difference of the two numbers?,Level 1,1,2,23,2,0,11.5,6.364,1.261,0.541,4.13,2.668,-0.195,42.47,-1.803,3.59,-0.811,20.9,3.72,100,-3.312,0.05,6.18,100,2.017,97.78,-3.952,0,1,1,1,1,1,1,0.333,0,0.333,0,0,0,0.362,0,0.362,0,0,0,0.145,0.565,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,5,1.143,0.478,0.652,0.652,0.324,0.324,434.783,173.913,0,130.435,0,0,43.478,0,260.87,130.435,43.478,0,43.478,0,0,0,0,43.478,2.641,3.524,1.68,293.667,590.125,334.375,398.375,413.5,4.48,6.671,0.635,1.702,88.482,3.775,50.87,The sum of two numbers is 6. The difference of their squares is 12. What is the positive difference of the two numbers?,0,0,FALSE,FALSE,FALSE,FALSE
